timestamp,device,message,fault_class
2025-11-22T01:40:15.133574,R4,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T11:01:27.133574,R4,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T07:14:10.133574,R8,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T10:16:13.133574,R8,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T04:45:22.133574,R3,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T04:10:41.133574,R4,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T01:46:45.133574,R7,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T08:03:50.133574,R3,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T23:57:42.133574,R3,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T08:53:20.133574,R2,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T03:10:58.133574,R4,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T01:44:10.133574,R9,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T14:02:27.133574,R6,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T17:17:11.133574,R2,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T14:11:43.133574,R2,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T13:18:25.133574,R4,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T13:42:51.133574,R8,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T06:50:22.133574,R5,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T07:33:30.133574,R7,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T09:42:48.133574,R6,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T04:55:46.133574,R10,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T20:10:47.133574,R3,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T21:27:56.133574,R2,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T15:35:39.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T06:44:56.133574,R5,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T06:14:22.133574,R9,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-21T18:21:42.133574,R8,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T01:29:28.133574,R6,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T17:11:56.133574,R5,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T21:32:40.133574,R6,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T21:19:47.133574,R1,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-21T16:33:45.133574,R5,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T13:57:10.133574,R10,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T08:04:59.133574,R4,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-21T22:54:27.133574,R3,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T06:35:00.133574,R1,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T08:47:19.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T05:31:24.133574,R2,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T17:54:45.133574,R6,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T01:35:22.133574,R10,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T09:42:53.133574,R6,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-22T06:53:14.133574,R2,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T23:31:08.133574,R8,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T21:59:09.133574,R2,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T03:04:46.133574,R4,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T10:42:10.133574,R2,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T01:25:49.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T17:44:22.133574,R10,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-21T23:07:08.133574,R9,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T13:09:40.133574,R9,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T21:56:06.133574,R3,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T10:01:52.133574,R6,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T14:06:38.133574,R9,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T13:55:10.133574,R4,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T18:52:35.133574,R8,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T15:21:47.133574,R8,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T10:06:43.133574,R1,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T12:38:18.133574,R3,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T03:21:26.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T20:52:33.133574,R3,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T19:20:29.133574,R6,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T12:38:09.133574,R5,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T22:38:54.133574,R3,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T07:50:13.133574,R10,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T19:50:15.133574,R5,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-22T09:43:12.133574,R2,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T04:57:19.133574,R4,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T13:47:58.133574,R10,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T16:23:24.133574,R4,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T19:17:34.133574,R4,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T14:04:33.133574,R2,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T20:31:38.133574,R4,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T14:04:49.133574,R7,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T14:16:35.133574,R4,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T00:24:42.133574,R7,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T12:31:52.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T23:26:54.133574,R10,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T07:33:15.133574,R5,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T18:50:38.133574,R6,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-21T20:24:55.133574,R5,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T02:10:19.133574,R2,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T06:12:13.133574,R6,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T02:34:03.133574,R10,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T22:47:43.133574,R5,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T14:00:23.133574,R5,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-21T23:27:08.133574,R2,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T09:16:30.133574,R6,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T15:04:28.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T18:26:19.133574,R4,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T01:53:09.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T19:49:06.133574,R9,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T00:16:27.133574,R5,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T14:15:04.133574,R3,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T04:56:20.133574,R9,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T22:08:00.133574,R2,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T06:59:08.133574,R2,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T09:37:36.133574,R7,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T01:00:41.133574,R4,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T06:20:26.133574,R2,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T08:59:13.133574,R2,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T19:15:02.133574,R7,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T00:09:19.133574,R10,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T21:57:55.133574,R1,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T06:22:25.133574,R4,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T21:01:07.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T07:26:28.133574,R8,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T03:42:50.133574,R9,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T01:48:13.133574,R7,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T07:07:06.133574,R9,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T15:20:42.133574,R9,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T06:57:31.133574,R8,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T10:00:58.133574,R5,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T11:31:02.133574,R1,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T08:55:01.133574,R6,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T10:50:00.133574,R10,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T06:47:41.133574,R4,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T13:49:14.133574,R4,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T15:42:14.133574,R7,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-21T22:46:37.133574,R10,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T16:28:03.133574,R2,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T14:12:54.133574,R2,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T01:53:15.133574,R9,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T09:12:14.133574,R1,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-21T21:28:11.133574,R6,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-21T15:29:51.133574,R8,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T22:19:11.133574,R1,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T14:05:56.133574,R10,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T21:37:31.133574,R6,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T15:05:06.133574,R4,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T18:24:27.133574,R1,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T18:46:47.133574,R10,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T15:01:41.133574,R4,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T09:43:05.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T08:04:20.133574,R8,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T09:07:24.133574,R7,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T12:25:00.133574,R2,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T14:20:58.133574,R7,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T12:12:07.133574,R1,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T14:12:34.133574,R9,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T01:25:30.133574,R7,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T06:49:19.133574,R4,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T18:22:14.133574,R1,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T03:53:30.133574,R9,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T06:25:09.133574,R8,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T18:27:54.133574,R10,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T03:48:45.133574,R8,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T02:57:04.133574,R9,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T08:35:39.133574,R3,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T07:28:58.133574,R7,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-21T22:47:59.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T10:04:51.133574,R1,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T07:55:36.133574,R8,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T23:22:02.133574,R5,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T06:07:36.133574,R1,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T04:09:08.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T01:18:59.133574,R10,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T08:10:48.133574,R7,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T12:27:48.133574,R10,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T03:37:10.133574,R2,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T23:20:55.133574,R9,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T18:05:10.133574,R7,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T11:41:55.133574,R8,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T21:48:36.133574,R7,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T18:32:58.133574,R10,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T12:56:25.133574,R3,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T22:41:16.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T02:43:09.133574,R10,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T04:49:06.133574,R2,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T23:22:49.133574,R3,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T13:24:12.133574,R2,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T21:43:19.133574,R2,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T04:47:59.133574,R9,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T05:26:58.133574,R2,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T17:56:03.133574,R6,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T11:22:17.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T23:05:50.133574,R7,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T03:17:31.133574,R6,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T02:09:55.133574,R3,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T20:35:27.133574,R2,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T20:31:27.133574,R7,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-21T17:05:16.133574,R9,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T13:24:05.133574,R9,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T18:07:48.133574,R7,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T21:46:22.133574,R2,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T05:22:55.133574,R2,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T12:49:04.133574,R2,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T05:40:56.133574,R9,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T15:57:16.133574,R1,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T22:25:37.133574,R5,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T18:48:28.133574,R10,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T12:09:36.133574,R4,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T10:38:25.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T14:57:28.133574,R5,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T12:55:28.133574,R3,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T09:17:24.133574,R7,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T15:25:30.133574,R2,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-21T17:48:58.133574,R2,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T11:54:35.133574,R3,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T14:43:38.133574,R6,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T07:28:28.133574,R8,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T14:07:47.133574,R4,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T02:08:20.133574,R6,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T11:08:56.133574,R8,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T22:28:42.133574,R9,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T00:51:21.133574,R10,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T07:21:25.133574,R1,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T09:23:30.133574,R7,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T05:25:14.133574,R1,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T15:17:55.133574,R5,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T11:28:06.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T00:59:59.133574,R6,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T19:53:59.133574,R5,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T18:06:56.133574,R7,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T13:25:06.133574,R2,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T11:00:00.133574,R5,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-21T22:36:00.133574,R8,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-21T15:12:42.133574,R10,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T11:47:09.133574,R10,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T13:26:47.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T17:02:19.133574,R7,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T16:58:26.133574,R6,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T05:04:39.133574,R2,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T16:11:30.133574,R1,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T19:37:12.133574,R3,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T01:28:44.133574,R9,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T03:58:47.133574,R3,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T07:04:09.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T14:13:26.133574,R5,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T15:27:47.133574,R6,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T11:45:48.133574,R4,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T19:20:37.133574,R2,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T12:42:15.133574,R3,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-21T17:57:35.133574,R4,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T16:32:17.133574,R8,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T00:02:42.133574,R5,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T12:02:22.133574,R3,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T10:58:32.133574,R8,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T13:16:39.133574,R7,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T00:57:27.133574,R10,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T10:05:15.133574,R1,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T04:51:37.133574,R5,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
