incident_id,device,window_start,window_end,text,fault_class
357,R2,2025-11-21 23:35:00,2025-11-21 23:39:23.133574,%PARSER-4-BADCMD: Bad command detected in config file %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CONFIG_ERROR
358,R2,2025-11-21 23:45:00,2025-11-21 23:48:14.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,CPU_SPIKE
359,R2,2025-11-22 00:00:00,2025-11-22 00:04:42.133574,%PLATFORM-3-CPUHIGH: CPU utilization above 95% %SYS-5-LOGGING: System logging restarted %SYS-4-RESCHED: High CPU caused delayed process scheduling %PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
360,R2,2025-11-22 00:10:00,2025-11-22 00:13:20.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %PARSER-4-BADCMD: Bad command detected in config file,CPU_SPIKE
361,R2,2025-11-22 00:20:00,2025-11-22 00:22:35.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1",BGP_FLAP
362,R2,2025-11-22 00:35:00,2025-11-22 00:39:41.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %PARSER-4-BADCMD: Bad command detected in config file,CPU_SPIKE
363,R2,2025-11-22 00:45:00,2025-11-22 00:49:38.133574,%SSH-5-FAIL: Failed login attempt for user root %SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
364,R2,2025-11-22 00:55:00,2025-11-22 00:58:14.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %BGP-5-NBRUP: BGP adjacency established successfully %SYS-5-LOGGING: System logging restarted",NORMAL
365,R2,2025-11-22 01:00:00,2025-11-22 01:03:34.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %OAM-3-LOST: Loss of signal on port Gi0/1,CONFIG_ERROR
366,R2,2025-11-22 01:10:00,2025-11-22 01:14:52.133574,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %PLATFORM-3-CPUHIGH: CPU utilization above 95%,BGP_FLAP
367,R2,2025-11-22 01:25:00,2025-11-22 01:29:18.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %PLATFORM-3-CPUHIGH: CPU utilization above 95% %PARSER-4-BADCMD: Bad command detected in config file",CPU_SPIKE
368,R2,2025-11-22 01:30:00,2025-11-22 01:34:23.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,CPU_SPIKE
369,R2,2025-11-22 01:35:00,2025-11-22 01:36:24.133574,%AUTH-3-FAIL: Authentication failed for user admin %RADIUS-4-ERROR: RADIUS server timeout %PARSER-4-BADCMD: Bad command detected in config file,AUTH_FAILURE
370,R2,2025-11-22 01:40:00,2025-11-22 01:44:39.133574,%PLATFORM-3-CPUHIGH: CPU utilization above 95% %AAA-5-NO_ATTR: Missing AAA attributes in request %BGP-5-NBRUP: BGP adjacency established successfully,CPU_SPIKE
371,R2,2025-11-22 01:45:00,2025-11-22 01:48:54.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1",BGP_FLAP
372,R2,2025-11-22 02:10:00,2025-11-22 02:13:33.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SSH-5-FAIL: Failed login attempt for user root",LINK_DOWN
373,R2,2025-11-22 02:15:00,2025-11-22 02:17:22.133574,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up %PARSER-4-BADCMD: Bad command detected in config file %PLATFORM-3-CPUHIGH: CPU utilization above 95%,NORMAL
374,R2,2025-11-22 02:20:00,2025-11-22 02:23:35.133574,%PLATFORM-3-CPUHIGH: CPU utilization above 95% %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
375,R2,2025-11-22 02:25:00,2025-11-22 02:27:57.133574,"%PARSER-4-BADCMD: Bad command detected in config file %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",CONFIG_ERROR
376,R2,2025-11-22 02:30:00,2025-11-22 02:34:35.133574,%SYS-4-CONFIG: Rollback initiated due to config inconsistency %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %PLATFORM-3-CPUHIGH: CPU utilization above 95%,CONFIG_ERROR
377,R2,2025-11-22 02:35:00,2025-11-22 02:36:23.133574,%RADIUS-4-ERROR: RADIUS server timeout %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,AUTH_FAILURE
378,R2,2025-11-22 02:40:00,2025-11-22 02:43:59.133574,%RADIUS-4-ERROR: RADIUS server timeout %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %RADIUS-4-ERROR: RADIUS server timeout %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,AUTH_FAILURE
379,R2,2025-11-22 03:00:00,2025-11-22 03:02:34.133574,%SYS-5-LOGGING: System logging restarted %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
380,R2,2025-11-22 03:05:00,2025-11-22 03:09:02.133574,%SSH-5-FAIL: Failed login attempt for user root %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,AUTH_FAILURE
381,R2,2025-11-22 03:15:00,2025-11-22 03:19:21.133574,"%CONFIG-3-ERROR: Failed to apply running-config changes %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",CONFIG_ERROR
382,R2,2025-11-22 03:25:00,2025-11-22 03:29:23.133574,"%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %SYS-4-CONFIG: Rollback initiated due to config inconsistency",LINK_DOWN
383,R2,2025-11-22 03:35:00,2025-11-22 03:37:23.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %RADIUS-4-ERROR: RADIUS server timeout,CONFIG_ERROR
384,R2,2025-11-22 03:40:00,2025-11-22 03:44:06.133574,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %AUTH-3-FAIL: Authentication failed for user admin %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
385,R2,2025-11-22 03:45:00,2025-11-22 03:49:11.133574,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %AAA-5-NO_ATTR: Missing AAA attributes in request,NORMAL
386,R2,2025-11-22 04:00:00,2025-11-22 04:04:23.133574,"%SYS-5-LOGGING: System logging restarted %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %CONFIG-3-ERROR: Failed to apply running-config changes",NORMAL
387,R2,2025-11-22 04:20:00,2025-11-22 04:24:37.133574,"%AAA-5-NO_ATTR: Missing AAA attributes in request %BGP-5-NBRUP: BGP adjacency established successfully %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",AUTH_FAILURE
388,R2,2025-11-22 04:30:00,2025-11-22 04:34:04.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,BGP_FLAP
389,R2,2025-11-22 04:35:00,2025-11-22 04:39:06.133574,%SYS-5-LOGGING: System logging restarted %AUTH-3-FAIL: Authentication failed for user admin,NORMAL
390,R2,2025-11-22 04:40:00,2025-11-22 04:43:12.133574,%OAM-3-LOST: Loss of signal on port Gi0/1 %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,LINK_DOWN
391,R2,2025-11-22 05:00:00,2025-11-22 05:04:39.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
392,R2,2025-11-22 05:05:00,2025-11-22 05:08:42.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %SYS-4-CONFIG: Rollback initiated due to config inconsistency %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,CONFIG_ERROR
393,R2,2025-11-22 05:15:00,2025-11-22 05:17:54.133574,%SYS-4-CONFIG: Rollback initiated due to config inconsistency %SYS-5-LOGGING: System logging restarted %AAA-5-NO_ATTR: Missing AAA attributes in request,CONFIG_ERROR
394,R2,2025-11-22 05:20:00,2025-11-22 05:24:31.133574,"%CONFIG-3-ERROR: Failed to apply running-config changes %SYS-4-CONFIG: Rollback initiated due to config inconsistency %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",CONFIG_ERROR
395,R2,2025-11-22 05:25:00,2025-11-22 05:29:40.133574,%AUTH-3-FAIL: Authentication failed for user admin %CONFIG-3-ERROR: Failed to apply running-config changes,AUTH_FAILURE
396,R2,2025-11-22 05:45:00,2025-11-22 05:49:40.133574,%BGP-5-NBRUP: BGP adjacency established successfully %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,NORMAL
397,R2,2025-11-22 05:55:00,2025-11-22 05:58:01.133574,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %SYS-5-LOGGING: System logging restarted %RADIUS-4-ERROR: RADIUS server timeout,BGP_FLAP
398,R2,2025-11-22 06:05:00,2025-11-22 06:09:56.133574,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %SSH-5-FAIL: Failed login attempt for user root %SYS-4-CONFIG: Rollback initiated due to config inconsistency %SYS-5-LOGGING: System logging restarted,CPU_SPIKE
399,R2,2025-11-22 06:15:00,2025-11-22 06:19:22.133574,%LINK-3-UPDOWN: Interface Gi0/1 is down %OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
400,R2,2025-11-22 06:20:00,2025-11-22 06:24:50.133574,"%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %PARSER-4-BADCMD: Bad command detected in config file %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",BGP_FLAP
401,R2,2025-11-22 06:25:00,2025-11-22 06:27:52.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %PLATFORM-3-CPUHIGH: CPU utilization above 95%",BGP_FLAP
402,R2,2025-11-22 06:30:00,2025-11-22 06:33:47.133574,%RADIUS-4-ERROR: RADIUS server timeout %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %RADIUS-4-ERROR: RADIUS server timeout %PLATFORM-3-CPUHIGH: CPU utilization above 95% %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,AUTH_FAILURE
403,R2,2025-11-22 06:55:00,2025-11-22 06:59:08.133574,%PARSER-4-BADCMD: Bad command detected in config file %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CONFIG_ERROR
404,R2,2025-11-22 07:00:00,2025-11-22 07:02:22.133574,"%PLATFORM-3-CPUHIGH: CPU utilization above 95% %SYS-4-RESCHED: High CPU caused delayed process scheduling %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SYS-3-CPUHOG: Task Scheduler detected CPU hog process",CPU_SPIKE
405,R2,2025-11-22 07:10:00,2025-11-22 07:14:37.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
406,R2,2025-11-22 07:20:00,2025-11-22 07:24:27.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %AAA-5-NO_ATTR: Missing AAA attributes in request %SYS-4-RESCHED: High CPU caused delayed process scheduling %OAM-3-LOST: Loss of signal on port Gi0/1 %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1",LINK_DOWN
407,R2,2025-11-22 07:25:00,2025-11-22 07:28:59.133574,%SSH-5-FAIL: Failed login attempt for user root %LINK-5-UPDOWN: Interface Gi0/2 changed state to up %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %LINK-3-UPDOWN: Interface Gi0/1 is down %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,LINK_DOWN
408,R2,2025-11-22 07:30:00,2025-11-22 07:32:00.133574,"%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected",LINK_DOWN
409,R2,2025-11-22 07:35:00,2025-11-22 07:38:28.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %CONFIG-3-ERROR: Failed to apply running-config changes,BGP_FLAP
410,R2,2025-11-22 07:50:00,2025-11-22 07:54:35.133574,%PARSER-4-BADCMD: Bad command detected in config file %AUTH-3-FAIL: Authentication failed for user admin %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
411,R2,2025-11-22 07:55:00,2025-11-22 07:59:24.133574,%SYS-4-CONFIG: Rollback initiated due to config inconsistency %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %SYS-5-RELOAD: Reload requested by admin,CONFIG_ERROR
412,R2,2025-11-22 08:05:00,2025-11-22 08:08:14.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-5-NBRUP: BGP adjacency established successfully",BGP_FLAP
413,R2,2025-11-22 08:20:00,2025-11-22 08:22:54.133574,%RADIUS-4-ERROR: RADIUS server timeout %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %SYS-4-RESCHED: High CPU caused delayed process scheduling,AUTH_FAILURE
414,R2,2025-11-22 08:25:00,2025-11-22 08:27:35.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-5-RELOAD: Reload requested by admin,CPU_SPIKE
415,R2,2025-11-22 08:30:00,2025-11-22 08:34:48.133574,%PARSER-4-BADCMD: Bad command detected in config file %AAA-5-NO_ATTR: Missing AAA attributes in request,CONFIG_ERROR
416,R2,2025-11-22 08:35:00,2025-11-22 08:38:21.133574,%SYS-5-LOGGING: System logging restarted %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,NORMAL
417,R2,2025-11-22 08:40:00,2025-11-22 08:44:57.133574,"%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %PLATFORM-3-CPUHIGH: CPU utilization above 95%",CPU_SPIKE
418,R2,2025-11-22 08:50:00,2025-11-22 08:54:28.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %CONFIG-3-ERROR: Failed to apply running-config changes,CPU_SPIKE
419,R2,2025-11-22 08:55:00,2025-11-22 08:59:30.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %CONFIG-3-ERROR: Failed to apply running-config changes %SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
420,R2,2025-11-22 09:10:00,2025-11-22 09:13:51.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %PARSER-4-BADCMD: Bad command detected in config file",BGP_FLAP
421,R2,2025-11-22 09:20:00,2025-11-22 09:24:07.133574,%SYS-4-CONFIG: Rollback initiated due to config inconsistency %RADIUS-4-ERROR: RADIUS server timeout %BGP-5-NBRUP: BGP adjacency established successfully %AUTH-3-FAIL: Authentication failed for user admin %RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
422,R2,2025-11-22 09:40:00,2025-11-22 09:43:35.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %PLATFORM-3-CPUHIGH: CPU utilization above 95% %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
423,R2,2025-11-22 09:45:00,2025-11-22 09:46:40.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
424,R2,2025-11-22 09:50:00,2025-11-22 09:52:26.133574,%BGP-5-NBRUP: BGP adjacency established successfully %AUTH-3-FAIL: Authentication failed for user admin,NORMAL
425,R2,2025-11-22 10:10:00,2025-11-22 10:12:20.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %SYS-5-LOGGING: System logging restarted,BGP_FLAP
426,R2,2025-11-22 10:20:00,2025-11-22 10:24:19.133574,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %SSH-5-FAIL: Failed login attempt for user root %AAA-5-NO_ATTR: Missing AAA attributes in request %CONFIG-3-ERROR: Failed to apply running-config changes %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,AUTH_FAILURE
427,R2,2025-11-22 10:45:00,2025-11-22 10:48:24.133574,"%LINK-5-UPDOWN: Interface Gi0/2 changed state to up %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1",NORMAL
428,R2,2025-11-22 10:50:00,2025-11-22 10:54:06.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %PLATFORM-3-CPUHIGH: CPU utilization above 95% %LINK-3-UPDOWN: Interface Gi0/1 is down,CONFIG_ERROR
429,R2,2025-11-22 10:55:00,2025-11-22 10:56:45.133574,%PARSER-4-BADCMD: Bad command detected in config file %SYS-5-LOGGING: System logging restarted,CONFIG_ERROR
430,R2,2025-11-22 11:00:00,2025-11-22 11:03:03.133574,"%PLATFORM-3-CPUHIGH: CPU utilization above 95% %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
431,R2,2025-11-22 11:05:00,2025-11-22 11:09:37.133574,%PARSER-4-BADCMD: Bad command detected in config file %SYS-5-LOGGING: System logging restarted,CONFIG_ERROR
432,R2,2025-11-22 11:10:00,2025-11-22 11:11:14.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,CPU_SPIKE
433,R2,2025-11-22 11:20:00,2025-11-22 11:22:43.133574,"%SYS-4-CONFIG: Rollback initiated due to config inconsistency %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1",BGP_FLAP
434,R2,2025-11-22 11:25:00,2025-11-22 11:28:49.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %RADIUS-4-ERROR: RADIUS server timeout %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,CPU_SPIKE
435,R2,2025-11-22 11:35:00,2025-11-22 11:37:57.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %BGP-5-NBRUP: BGP adjacency established successfully,CPU_SPIKE
436,R2,2025-11-22 11:45:00,2025-11-22 11:47:47.133574,"%AUTH-3-FAIL: Authentication failed for user admin %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",AUTH_FAILURE
437,R2,2025-11-22 11:55:00,2025-11-22 11:56:51.133574,%SSH-5-FAIL: Failed login attempt for user root %LINK-3-UPDOWN: Interface Gi0/1 is down,AUTH_FAILURE
438,R2,2025-11-22 12:05:00,2025-11-22 12:06:21.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %AAA-5-NO_ATTR: Missing AAA attributes in request,CPU_SPIKE
439,R2,2025-11-22 12:10:00,2025-11-22 12:14:28.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %RADIUS-4-ERROR: RADIUS server timeout %SYS-5-RELOAD: Reload requested by admin",BGP_FLAP
440,R2,2025-11-22 12:15:00,2025-11-22 12:17:10.133574,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up %RADIUS-4-ERROR: RADIUS server timeout,NORMAL
441,R2,2025-11-22 12:40:00,2025-11-22 12:44:32.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-4-CONFIG: Rollback initiated due to config inconsistency %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-4-CONFIG: Rollback initiated due to config inconsistency %OAM-3-LOST: Loss of signal on port Gi0/1,CPU_SPIKE
442,R2,2025-11-22 12:45:00,2025-11-22 12:49:04.133574,%PARSER-4-BADCMD: Bad command detected in config file %SYS-5-RELOAD: Reload requested by admin %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-4-CONFIG: Rollback initiated due to config inconsistency %PLATFORM-3-CPUHIGH: CPU utilization above 95%,CONFIG_ERROR
443,R2,2025-11-22 12:50:00,2025-11-22 12:54:36.133574,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CPU_SPIKE
444,R2,2025-11-22 12:55:00,2025-11-22 12:56:50.133574,%RADIUS-4-ERROR: RADIUS server timeout %SYS-5-LOGGING: System logging restarted,AUTH_FAILURE
445,R2,2025-11-22 13:05:00,2025-11-22 13:07:29.133574,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %CONFIG-3-ERROR: Failed to apply running-config changes,CPU_SPIKE
446,R2,2025-11-22 13:15:00,2025-11-22 13:16:49.133574,"%CONFIG-3-ERROR: Failed to apply running-config changes %PARSER-4-BADCMD: Bad command detected in config file %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",CONFIG_ERROR
447,R2,2025-11-22 13:25:00,2025-11-22 13:27:08.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected",BGP_FLAP
448,R2,2025-11-22 13:30:00,2025-11-22 13:31:49.133574,%PARSER-4-BADCMD: Bad command detected in config file %SSH-5-FAIL: Failed login attempt for user root %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,CONFIG_ERROR
449,R2,2025-11-22 13:40:00,2025-11-22 13:43:58.133574,%SYS-5-RELOAD: Reload requested by admin %OAM-3-LOST: Loss of signal on port Gi0/1 %OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
450,R2,2025-11-22 14:00:00,2025-11-22 14:04:33.133574,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
451,R2,2025-11-22 14:10:00,2025-11-22 14:12:54.133574,"%BGP-5-NBRUP: BGP adjacency established successfully %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",NORMAL
452,R2,2025-11-22 14:15:00,2025-11-22 14:16:08.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-5-NBRUP: BGP adjacency established successfully",BGP_FLAP
453,R2,2025-11-22 14:20:00,2025-11-22 14:24:37.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %SYS-5-RELOAD: Reload requested by admin,CPU_SPIKE
454,R2,2025-11-22 14:30:00,2025-11-22 14:34:12.133574,"%PARSER-4-BADCMD: Bad command detected in config file %AUTH-3-FAIL: Authentication failed for user admin %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",CONFIG_ERROR
455,R2,2025-11-22 15:00:00,2025-11-22 15:03:58.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %AUTH-3-FAIL: Authentication failed for user admin,BGP_FLAP
456,R3,2025-11-21 15:10:00,2025-11-21 15:13:23.133574,%RADIUS-4-ERROR: RADIUS server timeout %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,AUTH_FAILURE
457,R3,2025-11-21 15:15:00,2025-11-21 15:17:47.133574,"%SSH-5-FAIL: Failed login attempt for user root %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",AUTH_FAILURE
458,R3,2025-11-21 15:25:00,2025-11-21 15:28:44.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,CONFIG_ERROR
459,R3,2025-11-21 15:30:00,2025-11-21 15:34:57.133574,%OAM-3-LOST: Loss of signal on port Gi0/1 %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,LINK_DOWN
460,R3,2025-11-21 15:45:00,2025-11-21 15:49:25.133574,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %RADIUS-4-ERROR: RADIUS server timeout,LINK_DOWN
461,R3,2025-11-21 16:05:00,2025-11-21 16:07:16.133574,%SYS-5-RELOAD: Reload requested by admin %SYS-3-CPUHOG: Task Scheduler detected CPU hog process,NORMAL
462,R3,2025-11-21 16:15:00,2025-11-21 16:19:54.133574,%BGP-5-NBRUP: BGP adjacency established successfully %AAA-5-NO_ATTR: Missing AAA attributes in request %SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
463,R3,2025-11-21 16:25:00,2025-11-21 16:28:58.133574,%RADIUS-4-ERROR: RADIUS server timeout %PARSER-4-BADCMD: Bad command detected in config file,AUTH_FAILURE
464,R3,2025-11-21 16:40:00,2025-11-21 16:41:16.133574,"%SYS-4-RESCHED: High CPU caused delayed process scheduling %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %PLATFORM-3-CPUHIGH: CPU utilization above 95%",CPU_SPIKE
465,R3,2025-11-21 17:05:00,2025-11-21 17:09:35.133574,%OAM-3-LOST: Loss of signal on port Gi0/1 %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,LINK_DOWN
466,R3,2025-11-21 17:25:00,2025-11-21 17:26:59.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %PLATFORM-3-CPUHIGH: CPU utilization above 95% %LINK-3-UPDOWN: Interface Gi0/1 is down,AUTH_FAILURE
467,R3,2025-11-21 17:35:00,2025-11-21 17:38:44.133574,"%PARSER-4-BADCMD: Bad command detected in config file %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %SYS-3-CPUHOG: Task Scheduler detected CPU hog process",CONFIG_ERROR
468,R3,2025-11-21 17:50:00,2025-11-21 17:54:23.133574,"%OAM-3-LOST: Loss of signal on port Gi0/1 %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",LINK_DOWN
469,R3,2025-11-21 18:00:00,2025-11-21 18:04:21.133574,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %SYS-5-RELOAD: Reload requested by admin %CONFIG-3-ERROR: Failed to apply running-config changes %SYS-4-RESCHED: High CPU caused delayed process scheduling,BGP_FLAP
470,R3,2025-11-21 18:05:00,2025-11-21 18:06:47.133574,%SYS-5-LOGGING: System logging restarted %AUTH-3-FAIL: Authentication failed for user admin,NORMAL
